article_id,title,link,author,category_id,pub_date,created_at
AKR20260522155751030,"중기부, 스타벅스 총리표창 취소 검토…""취소요건 미부합 결론""(종합)",https://www.yna.co.kr/view/AKR20260522155751030,이상서,3,2026-05-24T15:44:31,2026-05-24T19:46:35
AKR20260524027000011,[연합뉴스 이 시각 헤드라인] - 15:00,https://www.yna.co.kr/view/AKR20260524027000011,주용진,3,2026-05-24T15:00:00,2026-05-24T19:46:35
AKR20260522037400030,"한국소비자원 ""중고폰 판매 '그린테크라이프', 환불 지연 주의""",https://www.yna.co.kr/view/AKR20260522037400030,정수연,3,2026-05-24T12:00:04,2026-05-24T19:46:35
AKR20260523046100002,'미토스' AI로 방어…금융사 보안목적시 망분리 규제 1년간 푼다,https://www.yna.co.kr/view/AKR20260523046100002,김지연,3,2026-05-24T12:00:02,2026-05-24T19:46:35
AKR20260523019100002,"""은행 대출위험 투자 상품으로…SRT증권화로 생산적금융 활성화""",https://www.yna.co.kr/view/AKR20260523019100002,임지우,3,2026-05-24T12:00:02,2026-05-24T19:46:35
AKR20260524018400004,"""이재명 정부 1년…산재 예방 긍정적이나 노동법 사각지대 여전""",https://www.yna.co.kr/view/AKR20260524018400004,전재훈,3,2026-05-24T12:00:01,2026-05-24T19:46:35
AKR20260524014100004,"서울시, 산업용 AI 기업 '코그나이트' 유치…제조 AI 전환 협력",https://www.yna.co.kr/view/AKR20260524014100004,김동규,3,2026-05-24T11:15:02,2026-05-24T19:46:35
AKR20260523044300002,"현대硏 ""K-뷰티·K-푸드 키워야 수출 연 1조달러 달성""",https://www.yna.co.kr/view/AKR20260523044300002,이도흔,3,2026-05-24T11:00:01,2026-05-24T19:46:35
AKR20260524015300011,[연합뉴스 이 시각 헤드라인] - 10:30,https://www.yna.co.kr/view/AKR20260524015300011,주용진,3,2026-05-24T10:30:00,2026-05-24T19:46:35
AKR20260524008600004,서울대공원 추억의 '리프트' 역사속으로…곤돌라로 바뀐다,https://www.yna.co.kr/view/AKR20260524008600004,김동규,3,2026-05-24T08:04:24,2026-05-24T19:46:35
AKR20260523040500030,한여름 비켜 간 아이스크림 팝업스토어…지난달 23개 '최다',https://www.yna.co.kr/view/AKR20260523040500030,홍국기,3,2026-05-24T07:55:00,2026-05-24T19:46:35
AKR20260523017900030,"주류 출고량 최근 10년 17% 급감…""무알코올·수출로 돌파구""",https://www.yna.co.kr/view/AKR20260523017900030,한주홍,3,2026-05-24T07:40:01,2026-05-24T19:46:35
AKR20260522150000008,"""같지만 다르다""…'삼전닉스 레버리지' 숨겨진 0.2% 수수료",https://www.yna.co.kr/view/AKR20260522150000008,김태종,3,2026-05-24T07:10:00,2026-05-24T19:46:35
AKR20260522165000546,"[머니톡스] ""굴뚝 대신 첨단 당겨?""…죽음의 계곡을 넘는 기업들",https://www.yna.co.kr/view/AKR20260522165000546,윤선희,3,2026-05-24T07:07:01,2026-05-24T19:46:35
AKR20260521143100003,도로 위 10대 중 1대는 하이브리드차…고유가에 인기↑,https://www.yna.co.kr/view/AKR20260521143100003,김윤구,3,2026-05-24T07:05:00,2026-05-24T19:46:35
AKR20260523021600008,"[마켓인사이트] 급반등 성공한 코스피, '8천피' 재도전 나서나",https://www.yna.co.kr/view/AKR20260523021600008,황철환,3,2026-05-24T07:00:17,2026-05-24T19:46:35
AKR20260522107600063,"반도체 성장에 물 수요↑…""AI 30분에 생수병 1병 이상 물 사용""",https://www.yna.co.kr/view/AKR20260522107600063,김소연,3,2026-05-24T07:00:08,2026-05-24T19:46:35
AKR20260522136800004,공사 불법하도급·대금 부풀리기…서울시 자치구 위법 실태 적발,https://www.yna.co.kr/view/AKR20260522136800004,황재하,3,2026-05-24T07:00:06,2026-05-24T19:46:35
AKR20260522144600004,"상가 분양 권유하며 ""임대수익 보장""…대법 ""기망행위 아냐""",https://www.yna.co.kr/view/AKR20260522144600004,이미령,3,2026-05-24T07:00:06,2026-05-24T19:46:35
AKR20260523021700030,개농장 82% 폐업 이면의 그늘…'소유권'에 막힌 구조 사각지대,https://www.yna.co.kr/view/AKR20260523021700030,김세린,3,2026-05-24T07:00:03,2026-05-24T19:46:35
AKR20260523049900003,"HUG 올해 보증사고 채권회수액, 대위변제 앞질러…'골든크로스'",https://www.yna.co.kr/view/AKR20260523049900003,서미숙,3,2026-05-24T06:37:00,2026-05-24T19:46:35
AKR20260523039100003,'3기 신도시 최대' 광명시흥 16년만 보상평가 완료…내년 착공,https://www.yna.co.kr/view/AKR20260523039100003,오진송,3,2026-05-24T06:31:00,2026-05-24T19:46:35
AKR20260522155700030,"정부, 스타벅스 과거 '총리 표창' 취소 검토…""수시 취소 가능""",https://www.yna.co.kr/view/AKR20260522155700030,이상서,3,2026-05-24T06:13:00,2026-05-24T19:46:35
AKR20260522082000056,"[공약비교:제주] 미래 성장전략 ""인공지능 대전환"" vs ""제주투자청 설치""",https://www.yna.co.kr/view/AKR20260522082000056,전지혜,3,2026-05-24T06:11:15,2026-05-24T19:46:35
AKR20260522143300530,처벌 없는 과로사…지난 3년 산재승인 663건에도 기소는 '0건',https://www.yna.co.kr/view/AKR20260522143300530,옥성구,3,2026-05-24T06:05:00,2026-05-24T19:46:35
AKR20260523017700002,반도체 호황에…한은 올해 성장 전망 2.0%→2.5∼2.6%로 높일 듯,https://www.yna.co.kr/view/AKR20260523017700002,임지우,3,2026-05-24T06:01:07,2026-05-24T19:46:35
AKR20260523045100003,[미국발 고금리] 유가·환율까지 3高에 기업들 비명…양극화 심화 우려도,https://www.yna.co.kr/view/AKR20260523045100003,김보경,3,2026-05-24T06:01:05,2026-05-24T19:46:35
AKR20260523041900002,[미국발 고금리] '영끌 가계·한계기업 어쩌나'…금융부담 확대 우려,https://www.yna.co.kr/view/AKR20260523041900002,배영경,3,2026-05-24T06:01:04,2026-05-24T19:46:35
AKR20260523037900008,[미국발 고금리] 불안한 '빚투'…질주하는 코스피 '뇌관' 되나,https://www.yna.co.kr/view/AKR20260523037900008,고은지,3,2026-05-24T06:01:04,2026-05-24T19:46:35
AKR20260523041400002,[미국발 고금리] 한은 '매파적' 동결 유력…연내 인상 신호 주목,https://www.yna.co.kr/view/AKR20260523041400002,한지훈,3,2026-05-24T06:01:03,2026-05-24T19:46:35
AKR20260523049300009,[미국발 고금리] 30년물 국채 연 5.2% 터치…연준 금리인상 전망 확산,https://www.yna.co.kr/view/AKR20260523049300009,황정우,3,2026-05-24T06:01:02,2026-05-24T19:46:35
AKR20260522149400002,"[코인 사기 덫②] ""상장하면 최소 100배"" 선릉역 찾는 노인들",https://www.yna.co.kr/view/AKR20260522149400002,박수현,3,2026-05-24T05:57:03,2026-05-24T19:46:35
AKR20260523039000002,외국인도 국장 ETF 직거래…세제 문제 풀고 제도정비 속도낸다,https://www.yna.co.kr/view/AKR20260523039000002,김지연,3,2026-05-24T05:55:00,2026-05-24T19:46:35
AKR20260523037200002,'고용 사다리' 올라탄 30대…첫걸음 못 딛는 청년층,https://www.yna.co.kr/view/AKR20260523037200002,이대희,3,2026-05-24T05:53:01,2026-05-24T19:46:35
AKR20260523042300002,실업자 줄었지만 '장기백수'는 38%↑…코로나19 사태 후 최대,https://www.yna.co.kr/view/AKR20260523042300002,송정은,3,2026-05-24T05:53:01,2026-05-24T19:46:35
AKR20260523040600002,"국민성장펀드 형제격 BDC, 출시 1건 그쳐…세제혜택 하반기 시동",https://www.yna.co.kr/view/AKR20260523040600002,배영경,3,2026-05-24T05:51:01,2026-05-24T19:46:35
AKR20260523040800002,국민성장펀드 '서민 목돈'도 몰려…하반기 추가공급 검토 착수,https://www.yna.co.kr/view/AKR20260523040800002,강수련,3,2026-05-24T05:51:00,2026-05-24T19:46:35
AKR20260523045800002,삼전·닉스 등 '톱5' 수출 비중 44%…전체 증가분의 83% 차지,https://www.yna.co.kr/view/AKR20260523045800002,안채원,3,2026-05-24T05:49:02,2026-05-24T19:46:35
AKR20260523049100002,942만원 vs 176만원…반도체 호황 속 벌어지는 임금 격차,https://www.yna.co.kr/view/AKR20260523049100002,이세원,3,2026-05-24T05:49:01,2026-05-24T19:46:35
AKR20260523041100002,'환불요구' 스벅 선불충전금…4천200억원 넘어도 규제 사각지대,https://www.yna.co.kr/view/AKR20260523041100002,강류나,3,2026-05-24T05:47:00,2026-05-24T19:46:35
AKR20260523050700002,은행 주담대 고정금리 하단 5% 넘는다…3년 7개월 만에 최고,https://www.yna.co.kr/view/AKR20260523050700002,한지훈,3,2026-05-24T05:45:00,2026-05-24T19:46:35
AKR20260523033051004,"진보단체들, 스타벅스 규탄 집회 ""기업 퇴출로 책임 물어야""(종합)",https://www.yna.co.kr/view/AKR20260523033051004,유한주,3,2026-05-23T18:41:08,2026-05-24T19:46:35
AKR20260523042200001,"국힘 ""스타벅스 집단 괴롭힘은 국가폭력""…與 ""일베식 정치행태""",https://www.yna.co.kr/view/AKR20260523042200001,박수윤,3,2026-05-23T17:49:57,2026-05-24T19:46:35
AKR20260523040700003,삼성물산 압구정4구역 시공권 확보…'2.1조' 초대형 재건축 수주,https://www.yna.co.kr/view/AKR20260523040700003,오진송,3,2026-05-23T17:04:30,2026-05-24T19:46:35
AKR20260523037500060,남양주 철마산서 외국인 추정 여성 실종 신고…이틀째 수색,https://www.yna.co.kr/view/AKR20260523037500060,최재훈,3,2026-05-23T16:03:08,2026-05-24T19:46:35
AKR20260523033000004,"진보 대학생단체, 스타벅스 앞 규탄 회견…""역사모독 응징해야""",https://www.yna.co.kr/view/AKR20260523033000004,양수연,3,2026-05-23T15:07:32,2026-05-24T19:46:35
AKR20260523026900073,글로벌 PF 대출 5년새 2배·'100조엔 돌파…'큰손'은 日메가뱅크,https://www.yna.co.kr/view/AKR20260523026900073,조성미,3,2026-05-23T11:46:13,2026-05-24T19:46:35
AKR20260523023500530,"2차 고유가지원금 신청률, 닷새 만에 76%…1·2차 누적 5조 지급",https://www.yna.co.kr/view/AKR20260523023500530,차민지,3,2026-05-23T11:00:01,2026-05-24T19:46:35
AKR20260523022300011,[연합뉴스 이 시각 헤드라인] - 10:30,https://www.yna.co.kr/view/AKR20260523022300011,성재은,3,2026-05-23T10:30:00,2026-05-24T19:46:35
AKR20260522136900008,[IPO챗] 조용한 5월 마지막 주…청약 1곳·수요예측 1곳,https://www.yna.co.kr/view/AKR20260522136900008,고은지,3,2026-05-23T09:00:01,2026-05-24T19:46:35
AKR20260523012200002,[다음주 경제] 한은 기준금리 결정…성장률 전망 오르나,https://www.yna.co.kr/view/AKR20260523012200002,이세원,3,2026-05-23T08:37:10,2026-05-24T19:46:35
AKR20260521142400051,부산 아파트값 보합세…해운대·동래구는 약진,https://www.yna.co.kr/view/AKR20260521142400051,민영규,3,2026-05-23T08:00:10,2026-05-24T19:46:35
AKR20260522133700051,[해수분해] 글로벌 공급망 중심 항만…해외투자로 세계 물류길 넓힌다,https://www.yna.co.kr/view/AKR20260522133700051,박성제,3,2026-05-23T08:00:06,2026-05-24T19:46:35
AKR20260522144500008,[머니플로우] 반대매매에 '움찔'…투자자예탁금 감소세 지속,https://www.yna.co.kr/view/AKR20260522144500008,고은지,3,2026-05-23T08:00:01,2026-05-24T19:46:35
AKR20260522098100003,주유소 기름값 8주만에 하락…전국 평균 휘발윳값 2천11원대,https://www.yna.co.kr/view/AKR20260522098100003,김민지,3,2026-05-23T07:01:01,2026-05-24T19:46:35
AKR20260522112000030,[금주핫템] 에스트라 '아토베리어365' 신제품·스노우피크 어패럴 반바지,https://www.yna.co.kr/view/AKR20260522112000030,구정모,3,2026-05-23T07:00:04,2026-05-24T19:46:35
AKR20260522048100030,[신상잇슈] 오뚜기 '칡냉면·쫄냉면'·삼립 하이면 '막국수' 2종,https://www.yna.co.kr/view/AKR20260522048100030,김세린,3,2026-05-23T07:00:03,2026-05-24T19:46:35
AKR20260522130700003,[부동산캘린더] 내주 서울 아크로리버스카이 등 7천8가구 분양,https://www.yna.co.kr/view/AKR20260522130700003,오진송,3,2026-05-23T06:00:01,2026-05-24T19:46:35
AKR20260522158000004,검열망 뚫으며 카타르시스…스벅 탱크데이 '기호학적 테러',https://www.yna.co.kr/view/AKR20260522158000004,윤민혁,3,2026-05-23T05:55:00,2026-05-24T19:46:35
AKR20260523005900072,"국제유가, 미·이란 협상지연 우려에 상승…브렌트유 0.9%↑",https://www.yna.co.kr/view/AKR20260523005900072,김연숙,3,2026-05-23T04:55:50,2026-05-24T19:46:35
AKR20260523003700072,'워시의 연준' 트럼프 기대에도 금리인하 단행 어려울듯,https://www.yna.co.kr/view/AKR20260523003700072,이지헌,3,2026-05-23T03:11:11,2026-05-24T19:46:35
AKR20260523003300002,"달러-원, 연준 금리 인상 가능성에 상승폭 약간 확대…1,517.40원 마감",https://www.yna.co.kr/view/AKR20260523003300002,경제부,3,2026-05-23T02:37:26,2026-05-24T19:46:35
AKR20260522058453530,공무원노조도 동참…스타벅스 불매 공직사회 전반 확산(종합3보),https://www.yna.co.kr/view/AKR20260522058453530,고유선,3,2026-05-22T21:43:43,2026-05-24T19:46:35
AKR20260522158300002,국민성장펀드 출시 첫날 한도 87% 소진…은행 10곳 중 7곳 완판,https://www.yna.co.kr/view/AKR20260522158300002,강수련,3,2026-05-22T20:42:49,2026-05-24T19:46:35
AKR20260522154751030,"스타벅스 ""현장 직원 비난 멈춰달라""…전국 매장에 2차 사과문(종합)",https://www.yna.co.kr/view/AKR20260522154751030,한주홍,3,2026-05-22T20:38:08,2026-05-24T19:46:35
AKR20260522154700030,"스타벅스 ""현장 직원 비난 멈춰달라""…전국 매장에 2차 사과문",https://www.yna.co.kr/view/AKR20260522154700030,김세린,3,2026-05-22T19:52:25,2026-05-24T19:46:35
AKR20260522151700002,"DB손보, 미국 보험사 포테그라 인수 마무리 단계…국내 최초",https://www.yna.co.kr/view/AKR20260522151700002,강수련,3,2026-05-22T19:46:56,2026-05-24T19:46:35
AKR20260522035452003,"비아파트 공급 대폭 확대…""규제지역 매입임대 무제한으로 산다""(종합2보)",https://www.yna.co.kr/view/AKR20260522035452003,서미숙,3,2026-05-22T18:39:21,2026-05-24T19:46:35
AKR20260522141501054,전남광주 통합특별시 1금고 첫 운영기관 '농협은행'(종합),https://www.yna.co.kr/view/AKR20260522141501054,장덕종,3,2026-05-22T18:29:21,2026-05-24T19:46:35
AKR20260522147300008,"아모텍, 350억원 주주배정 유상증자 결정",https://www.yna.co.kr/view/AKR20260522147300008,증권부,3,2026-05-22T18:22:56,2026-05-24T19:46:35
AKR20260522042652008,"[특징주] 美정부, 양자컴퓨팅 기업 지분투자에 관련株 급등(종합2보)",https://www.yna.co.kr/view/AKR20260522042652008,이민영,3,2026-05-22T18:22:25,2026-05-24T19:46:35
AKR20260522144200008,"李대통령 ""경제 대도약 위해 자본시장 글로벌 경쟁력 플랫폼으로 키울것""",https://www.yna.co.kr/view/AKR20260522144200008,황철환,3,2026-05-22T18:21:57,2026-05-24T19:46:35
AKR20260522146000504,"외교부 ""아프리카, 잠재적 원유 생산·수출 역량…협력 모색""",https://www.yna.co.kr/view/AKR20260522146000504,김지헌,3,2026-05-22T18:07:28,2026-05-24T19:46:35
AKR20260522135700011,[연합뉴스 이 시각 헤드라인] - 18:00,https://www.yna.co.kr/view/AKR20260522135700011,한미희,3,2026-05-22T18:00:00,2026-05-24T19:46:35
AKR20260522141500054,전남광주통합시 1금고 첫 운영기관 '농협은행',https://www.yna.co.kr/view/AKR20260522141500054,장덕종,3,2026-05-22T17:46:23,2026-05-24T19:46:35
AKR20260522140100008,'삼전·닉스 단일종목 레버리지·인버스' 18종 27일 상장,https://www.yna.co.kr/view/AKR20260522140100008,이민영,3,2026-05-22T17:45:44,2026-05-24T19:46:35
AKR20260522141800008,"티이엠씨 ""에이텍솔루션 주식 350억원어치 취득…지분율 31.2%""",https://www.yna.co.kr/view/AKR20260522141800008,증권부,3,2026-05-22T17:40:55,2026-05-24T19:46:35
AKR20260522140200008,"오에스피, 10억원 제3자배정 유상증자",https://www.yna.co.kr/view/AKR20260522140200008,증권부,3,2026-05-22T17:40:25,2026-05-24T19:46:35
AKR20260522140600371,"[동포의 창] 미주한상총연, 8월 라스베이거스서 '미주 한상대회'",https://www.yna.co.kr/view/AKR20260522140600371,강성철,3,2026-05-22T17:39:19,2026-05-24T19:46:35
AKR20260522138300008,"삼성전기, LG엔솔 제치고 시총 5위…급등장에 시총 '대전'",https://www.yna.co.kr/view/AKR20260522138300008,황철환,3,2026-05-22T17:33:58,2026-05-24T19:46:35
AKR20260522137600063,"젠틀몬스터, 블루엘리펀트 파우치 디자인등록 무효심판 승소",https://www.yna.co.kr/view/AKR20260522137600063,김소연,3,2026-05-22T17:31:43,2026-05-24T19:46:35
AKR20260521168851030,"소상공단체, 쿠팡이츠 한시 무료배달 확대에 ""수수료 노예 전락""(종합)",https://www.yna.co.kr/view/AKR20260521168851030,구정모,3,2026-05-22T17:31:34,2026-05-24T19:46:35
AKR20260522128151008,"국고채 금리, 외인 순매수에 동반 하락…3년물 연 3.736%(종합)",https://www.yna.co.kr/view/AKR20260522128151008,고은지,3,2026-05-22T17:28:32,2026-05-24T19:46:35
AKR20260522058452530,공무원노조도 동참…스타벅스 불매 공직사회 전반 확산(종합2보),https://www.yna.co.kr/view/AKR20260522058452530,홍준석,3,2026-05-22T17:24:56,2026-05-24T19:46:35
AKR20260522136500052,"BNK경남은행, 창립 56주년 기념식…""고객 가치 최우선""",https://www.yna.co.kr/view/AKR20260522136500052,김선경,3,2026-05-22T17:21:08,2026-05-24T19:46:35
AKR20260522134500017,"릴리 창립 150년…""AI도입·파트너십 확대로 혁신 지속""",https://www.yna.co.kr/view/AKR20260522134500017,신선미,3,2026-05-22T17:15:41,2026-05-24T19:46:35
AKR20260522130000008,"코스피200 DB하이텍 포함되고, GS건설 빠진다…4개종목 맞교체",https://www.yna.co.kr/view/AKR20260522130000008,김유향,3,2026-05-22T17:08:42,2026-05-24T19:46:35
AKR20260522129200002,"인터넷은행 3사, 1분기 중·저신용자 신용대출 목표치 넘겨",https://www.yna.co.kr/view/AKR20260522129200002,이도흔,3,2026-05-22T17:05:23,2026-05-24T19:46:35
AKR20260522127800003,[게시판] 한국부동산경영학회 23일 '부동산 산업 대전환' 학술세미나,https://www.yna.co.kr/view/AKR20260522127800003,오진송,3,2026-05-22T17:02:02,2026-05-24T19:46:35
AKR20260522122700003,"경총 손경식, ILO 사무총장 만나 ""성과급 요구 확산 우려""",https://www.yna.co.kr/view/AKR20260522122700003,홍규빈,3,2026-05-22T17:00:48,2026-05-24T19:46:35
AKR20260522067800030,"농식품부, 식자재마트서 양파 '1+1' 행사…출하 정지·수출 병행",https://www.yna.co.kr/view/AKR20260522067800030,한주홍,3,2026-05-22T17:00:01,2026-05-24T19:46:35
AKR20260522126200008,"다올증권 ""최근 코스피 수급, 대만과 유사…'1만피' 가능""",https://www.yna.co.kr/view/AKR20260522126200008,이민영,3,2026-05-22T16:46:21,2026-05-24T19:46:35
AKR20260522121100003,대우건설도 성수4지구 입찰보증금 완납…'2파전' 재개,https://www.yna.co.kr/view/AKR20260522121100003,임기창,3,2026-05-22T16:45:16,2026-05-24T19:46:35
AKR20260522057951030,"소비자단체협의회 ""스타벅스, 충전액 조건 없이 전액 환불해야""(종합)",https://www.yna.co.kr/view/AKR20260522057951030,김수현,3,2026-05-22T16:41:52,2026-05-24T19:46:35
AKR20260522128100008,국고채 금리 일제히 하락…3년물 연 3.736%,https://www.yna.co.kr/view/AKR20260522128100008,증권부,3,2026-05-22T16:41:06,2026-05-24T19:46:35
AKR20260524038551030,"정용진, 26일 스타벅스 논란 직접 대국민 사과…조사결과도 발표(종합)",https://www.yna.co.kr/view/AKR20260524038551030,조민정,4,2026-05-24T17:46:49,2026-05-24T19:46:36
AKR20260524039800003,삼성전자 노사 잠정합의안 투표 셋째날…투표율 약 85%,https://www.yna.co.kr/view/AKR20260524039800003,김민지,4,2026-05-24T17:33:41,2026-05-24T19:46:36
AKR20260524038500030,"정용진, 26일 스타벅스 관련 재차 대국민 사과…조사결과도 발표",https://www.yna.co.kr/view/AKR20260524038500030,조민정,4,2026-05-24T17:24:15,2026-05-24T19:46:36
AKR20260524036900017,"'디펜딩 챔피언' 박상현, '최종병기' 이영호 꺾고 ASL 우승",https://www.yna.co.kr/view/AKR20260524036900017,김주환,4,2026-05-24T17:21:28,2026-05-24T19:46:36
AKR20260524033700704,"[쇼츠] 안창호함, 캐나다 입항…한국 잠수함 첫 태평양 횡단",https://www.yna.co.kr/view/AKR20260524033700704,류재갑,4,2026-05-24T16:21:32,2026-05-24T19:46:36
AKR20260524032900017,"스타크래프트 대회 나타난 이세돌…""오랜 스타리그 팬""",https://www.yna.co.kr/view/AKR20260524032900017,김주환,4,2026-05-24T16:09:12,2026-05-24T19:46:36
AKR20260524031500704,"[영상] 도산안창호함, 캐나다 기지 입항…한국 잠수함 첫 태평양 횡단",https://www.yna.co.kr/view/AKR20260524031500704,류재갑,4,2026-05-24T15:57:01,2026-05-24T19:46:36
AKR20260524029400017,[가보니] 식지 않은 스타크래프트 인기…ASL 21 결승전 '후끈',https://www.yna.co.kr/view/AKR20260524029400017,김주환,4,2026-05-24T15:18:12,2026-05-24T19:46:36
AKR20260522136100063,"""AI와 먼저 상담""…정신과 초진 면담 지원 기술 나왔다",https://www.yna.co.kr/view/AKR20260522136100063,김준호,4,2026-05-24T12:00:04,2026-05-24T19:46:36
AKR20260524014400004,"서울시, 정보화사업 21단계 절차 안내하는 AI비서 '잇비' 도입",https://www.yna.co.kr/view/AKR20260524014400004,김동규,4,2026-05-24T11:15:00,2026-05-24T19:46:36
AKR20260524017000055,"군산·김제·부안을 무소속 김종회, '3대 농민생존 공약' 발표",https://www.yna.co.kr/view/AKR20260524017000055,백도인,4,2026-05-24T10:50:10,2026-05-24T19:46:36
AKR20260524012200003,"삼성전자로지텍, 상업용 시스템에어컨 세척 프로모션",https://www.yna.co.kr/view/AKR20260524012200003,강태우,4,2026-05-24T10:00:01,2026-05-24T19:46:36
AKR20260524013100003,"LG, 다문화 청소년 '중등 몰입캠프'…글로벌 인재 육성",https://www.yna.co.kr/view/AKR20260524013100003,강태우,4,2026-05-24T10:00:00,2026-05-24T19:46:36
AKR20260524013000063,"세종시장 여야 후보, 선거 열흘 앞두고 장애인·농민 표심 공략",https://www.yna.co.kr/view/AKR20260524013000063,양영석,4,2026-05-24T09:49:19,2026-05-24T19:46:36
AKR20260524015100371,"초록우산-로날드맥도날드하우스, '중증 환아 쉼터' 운영 협력",https://www.yna.co.kr/view/AKR20260524015100371,정아란,4,2026-05-24T09:47:47,2026-05-24T19:46:36
